PERSON_ID,GENDER,AGE,JOB TYPE
PERSON_0000017649,female,30,job_type4
PERSON_0000017650,female,30,job_type4
PERSON_0000017651,female,40,job_type5
PERSON_0000017652,male,60,job_type4
PERSON_0000017653,male,40,salaried
PERSON_0000017654,male,20,salaried
PERSON_0000017655,female,30,job_type4
PERSON_0000017656,female,20,job_type3
PERSON_0000017657,female,20,job_type3
PERSON_0000017658,male,40,non_salaried
PERSON_0000017659,male,20,job_type3
PERSON_0000017660,female,20,job_type4
PERSON_0000017661,female,60,job_type4
PERSON_0000017662,male,60,salaried
PERSON_0000017663,female,40,job_type3
PERSON_0000017664,female,30,non_salaried
PERSON_0000017665,female,40,salaried
PERSON_0000017666,female,30,job_type3
PERSON_0000017667,male,30,salaried
PERSON_0000017668,male,20,non_salaried
PERSON_0000017669,male,60,non_salaried
PERSON_0000017670,male,60,non_salaried
PERSON_0000017671,female,60,job_type3
PERSON_0000017672,male,20,job_type4
PERSON_0000017673,female,60,non_salaried
PERSON_0000017674,female,60,job_type5
PERSON_0000017675,female,60,salaried
PERSON_0000017676,male,60,job_type5
PERSON_0000017677,female,30,job_type5
PERSON_0000017678,male,40,job_type4
PERSON_0000017679,male,40,non_salaried
PERSON_0000017680,male,60,job_type5
PERSON_0000017681,female,30,job_type5
PERSON_0000017682,female,20,non_salaried
PERSON_0000017683,male,40,non_salaried
PERSON_0000017684,female,20,salaried
PERSON_0000017685,male,40,job_type5
PERSON_0000017686,male,30,job_type5
PERSON_0000017687,female,60,job_type3
PERSON_0000017688,male,20,job_type3
PERSON_0000017689,female,30,non_salaried
PERSON_0000017690,male,30,salaried
PERSON_0000017691,female,20,job_type3
PERSON_0000017692,male,60,job_type3
PERSON_0000017693,female,20,job_type5
PERSON_0000017694,male,20,non_salaried
PERSON_0000017695,female,20,job_type3
PERSON_0000017696,male,40,job_type5
PERSON_0000017697,male,20,job_type3
PERSON_0000017698,male,60,job_type5
PERSON_0000017699,female,60,job_type3
PERSON_0000017700,female,20,salaried
PERSON_0000017701,male,20,salaried
PERSON_0000017702,female,40,non_salaried
PERSON_0000017703,female,60,job_type4
PERSON_0000017704,female,60,job_type4
PERSON_0000017705,male,40,job_type4
PERSON_0000017706,male,60,job_type5
PERSON_0000017707,male,30,job_type4
PERSON_0000017708,male,40,salaried
PERSON_0000017709,male,40,salaried
PERSON_0000017710,male,60,job_type3
PERSON_0000017711,female,20,job_type4
PERSON_0000017712,male,30,job_type5
PERSON_0000017713,male,60,non_salaried
PERSON_0000017714,male,20,job_type3
PERSON_0000017715,male,20,job_type3
PERSON_0000017716,male,60,non_salaried
PERSON_0000017717,male,20,non_salaried
PERSON_0000017718,female,40,job_type3
PERSON_0000017719,male,60,job_type4
PERSON_0000017720,female,30,job_type5
PERSON_0000017721,male,20,job_type5
PERSON_0000017722,male,30,salaried
PERSON_0000017723,male,30,job_type3
PERSON_0000017724,male,60,job_type5
PERSON_0000017725,female,60,non_salaried
PERSON_0000017726,female,40,job_type4
PERSON_0000017727,male,20,job_type5
PERSON_0000017728,male,30,job_type3
PERSON_0000017729,female,40,job_type5
PERSON_0000017730,female,30,non_salaried
PERSON_0000017731,male,20,job_type4
PERSON_0000017732,male,30,job_type3
PERSON_0000017733,male,30,job_type4
PERSON_0000017734,male,60,job_type5
PERSON_0000017735,male,30,job_type4
PERSON_0000017736,female,60,salaried
PERSON_0000017737,female,60,job_type4
PERSON_0000017738,male,60,job_type3
PERSON_0000017739,male,40,salaried
PERSON_0000017740,male,30,job_type4
PERSON_0000017741,male,60,job_type4
PERSON_0000017742,female,20,job_type4
PERSON_0000017743,male,60,job_type4
PERSON_0000017744,male,30,non_salaried
PERSON_0000017745,male,60,salaried
PERSON_0000017746,female,40,non_salaried
PERSON_0000017747,male,40,salaried
PERSON_0000017748,female,60,salaried
PERSON_0000017749,female,30,salaried
PERSON_0000017750,male,40,salaried
PERSON_0000017751,male,60,salaried
PERSON_0000017752,male,30,non_salaried
PERSON_0000017753,male,30,job_type3
PERSON_0000017754,male,40,job_type4
PERSON_0000017755,male,20,job_type3
PERSON_0000017756,female,30,job_type4
PERSON_0000017757,male,60,job_type4
PERSON_0000017758,male,60,job_type5
PERSON_0000017759,female,20,job_type3
PERSON_0000017760,male,30,job_type3
PERSON_0000017761,female,40,job_type3
PERSON_0000017762,male,30,non_salaried
PERSON_0000017763,female,20,job_type3
PERSON_0000017764,male,30,non_salaried
PERSON_0000017765,female,60,job_type5
PERSON_0000017766,male,20,job_type3
PERSON_0000017767,male,40,non_salaried
PERSON_0000017768,male,30,job_type5
PERSON_0000017769,female,40,job_type3
PERSON_0000017770,female,40,salaried
PERSON_0000017771,male,20,job_type4
PERSON_0000017772,male,60,non_salaried
PERSON_0000017773,male,30,job_type3
PERSON_0000017774,female,30,job_type4
PERSON_0000017775,male,30,salaried
PERSON_0000017776,female,30,non_salaried
PERSON_0000017777,male,30,salaried
PERSON_0000017778,male,40,job_type5
PERSON_0000017779,male,60,job_type3
PERSON_0000017780,male,60,job_type3
PERSON_0000017781,female,60,job_type5
PERSON_0000017782,male,60,job_type5
PERSON_0000017783,male,40,job_type5
PERSON_0000017784,male,60,job_type4
PERSON_0000017785,female,20,non_salaried
PERSON_0000017786,female,40,job_type3
PERSON_0000017787,female,30,job_type3
PERSON_0000017788,female,20,non_salaried
PERSON_0000017789,male,30,job_type5
PERSON_0000017790,male,40,job_type4
PERSON_0000017791,female,60,job_type3
PERSON_0000017792,female,40,job_type5
PERSON_0000017793,male,20,non_salaried
PERSON_0000017794,male,60,non_salaried
PERSON_0000017795,female,60,job_type4
PERSON_0000017796,male,30,job_type4
PERSON_0000017797,male,40,job_type5
PERSON_0000017798,female,20,job_type4
PERSON_0000017799,female,60,job_type5
PERSON_0000017800,male,30,salaried
PERSON_0000017801,female,30,job_type4
PERSON_0000017802,female,60,job_type5
PERSON_0000017803,female,60,job_type5
PERSON_0000017804,female,20,salaried
PERSON_0000017805,female,40,job_type3
PERSON_0000017806,male,60,job_type5
PERSON_0000017807,male,60,job_type3
PERSON_0000017808,male,30,job_type4
PERSON_0000017809,female,40,job_type4
PERSON_0000017810,male,40,job_type5
PERSON_0000017811,male,40,job_type5
PERSON_0000017812,male,60,non_salaried
PERSON_0000017813,male,30,non_salaried
PERSON_0000017814,female,30,job_type4
PERSON_0000017815,male,30,job_type5
PERSON_0000017816,male,30,non_salaried
PERSON_0000017817,male,30,job_type5
PERSON_0000017818,male,60,job_type5
PERSON_0000017819,male,40,job_type3
PERSON_0000017820,female,30,job_type4
PERSON_0000017821,female,40,salaried
PERSON_0000017822,female,20,non_salaried
PERSON_0000017823,male,30,job_type4
PERSON_0000017824,male,60,job_type5
PERSON_0000017825,male,30,job_type3
PERSON_0000017826,male,30,job_type4
PERSON_0000017827,male,30,job_type3
PERSON_0000017828,male,40,job_type3
PERSON_0000017829,female,40,job_type4
PERSON_0000017830,male,60,job_type5
PERSON_0000017831,female,40,salaried
PERSON_0000017832,female,20,job_type3
PERSON_0000017833,male,20,salaried
PERSON_0000017834,female,20,job_type5
PERSON_0000017835,female,60,non_salaried
PERSON_0000017836,male,40,job_type4
PERSON_0000017837,female,40,non_salaried
PERSON_0000017838,male,30,job_type3
PERSON_0000017839,male,40,job_type3
PERSON_0000017840,male,40,job_type3
PERSON_0000017841,male,20,job_type5
PERSON_0000017842,male,30,job_type5
PERSON_0000017843,female,20,salaried
PERSON_0000017844,female,20,job_type4
PERSON_0000017845,male,60,job_type3
PERSON_0000017846,male,40,job_type5
PERSON_0000017847,male,60,job_type4
PERSON_0000017848,male,60,non_salaried
PERSON_0000017849,male,60,job_type3
PERSON_0000017850,female,60,job_type3
PERSON_0000017851,female,60,job_type4
PERSON_0000017852,male,40,job_type4
PERSON_0000017853,male,40,non_salaried
PERSON_0000017854,female,30,job_type4
PERSON_0000017855,male,30,job_type4
PERSON_0000017856,female,40,job_type3
PERSON_0000017857,female,30,job_type5
PERSON_0000017858,male,30,non_salaried
PERSON_0000017859,male,20,job_type5
PERSON_0000017860,female,60,job_type3
PERSON_0000017861,male,30,job_type4
PERSON_0000017862,male,30,job_type4
PERSON_0000017863,female,30,job_type3
PERSON_0000017864,male,40,job_type5
PERSON_0000017865,male,30,job_type3
PERSON_0000017866,male,60,job_type4
PERSON_0000017867,male,40,non_salaried
PERSON_0000017868,male,30,non_salaried
PERSON_0000017869,male,40,salaried
PERSON_0000017870,male,20,job_type5
PERSON_0000017871,male,40,non_salaried
PERSON_0000017872,female,60,job_type3
PERSON_0000017873,male,60,job_type4
PERSON_0000017874,male,20,job_type4
PERSON_0000017875,female,60,job_type4
PERSON_0000017876,male,30,job_type4
PERSON_0000017877,male,40,job_type3
PERSON_0000017878,female,40,salaried
PERSON_0000017879,female,30,job_type4
PERSON_0000017880,male,20,job_type5
PERSON_0000017881,female,40,job_type5
PERSON_0000017882,male,40,salaried
PERSON_0000017883,male,20,salaried
PERSON_0000017884,female,20,salaried
PERSON_0000017885,male,20,salaried
PERSON_0000017886,male,60,job_type5
PERSON_0000017887,male,30,non_salaried
PERSON_0000017888,female,40,salaried
PERSON_0000017889,male,40,job_type4
PERSON_0000017890,female,30,non_salaried
PERSON_0000017891,male,60,job_type3
PERSON_0000017892,male,30,job_type5
PERSON_0000017893,female,40,non_salaried
PERSON_0000017894,male,60,job_type4
PERSON_0000017895,female,30,job_type5
PERSON_0000017896,female,60,job_type3
PERSON_0000017897,male,60,job_type3
PERSON_0000017898,male,40,job_type4
PERSON_0000017899,male,20,job_type4
PERSON_0000017900,female,30,job_type3
PERSON_0000017901,female,30,job_type3
PERSON_0000017902,male,60,job_type4
PERSON_0000017903,female,30,job_type4
PERSON_0000017904,male,60,job_type5
PERSON_0000017905,female,40,job_type4
PERSON_0000017906,male,60,job_type4
PERSON_0000017907,male,60,job_type3
PERSON_0000017908,male,20,job_type4
PERSON_0000017909,female,20,job_type3
PERSON_0000017910,female,60,salaried
PERSON_0000017911,female,30,salaried
PERSON_0000017912,male,60,non_salaried
PERSON_0000017913,female,30,job_type3
PERSON_0000017914,female,30,salaried
PERSON_0000017915,male,60,salaried
PERSON_0000017916,male,30,job_type4
PERSON_0000017917,female,60,non_salaried
PERSON_0000017918,female,60,job_type4
PERSON_0000017919,female,30,job_type4
PERSON_0000017920,male,20,job_type4
PERSON_0000017921,male,30,non_salaried
PERSON_0000017922,female,20,salaried
PERSON_0000017923,male,30,job_type5
PERSON_0000017924,male,40,job_type3
PERSON_0000017925,male,30,job_type3
PERSON_0000017926,male,30,job_type3
PERSON_0000017927,male,40,job_type5
PERSON_0000017928,female,30,non_salaried
PERSON_0000017929,male,30,salaried
PERSON_0000017930,male,60,job_type5
PERSON_0000017931,male,30,salaried
PERSON_0000017932,male,60,salaried
PERSON_0000017933,male,30,job_type5
PERSON_0000017934,male,20,job_type5
PERSON_0000017935,male,60,job_type4
PERSON_0000017936,male,60,salaried
PERSON_0000017937,male,30,job_type5
PERSON_0000017938,male,60,non_salaried
PERSON_0000017939,female,20,job_type3
PERSON_0000017940,male,20,non_salaried
PERSON_0000017941,female,60,job_type3
PERSON_0000017942,male,60,non_salaried
PERSON_0000017943,female,20,job_type4
PERSON_0000017944,female,40,job_type5
PERSON_0000017945,male,60,job_type3
PERSON_0000017946,female,20,salaried
PERSON_0000017947,male,60,job_type4
PERSON_0000017948,male,60,job_type4
PERSON_0000017949,female,60,job_type4
PERSON_0000017950,female,40,job_type4
PERSON_0000017951,female,20,job_type3
PERSON_0000017952,male,40,job_type3
PERSON_0000017953,male,60,job_type5
PERSON_0000017954,female,60,job_type3
PERSON_0000017955,male,40,salaried
PERSON_0000017956,male,30,job_type5
PERSON_0000017957,female,30,salaried
PERSON_0000017958,female,60,non_salaried
PERSON_0000017959,male,30,non_salaried
PERSON_0000017960,male,30,salaried
PERSON_0000017961,male,20,job_type3
PERSON_0000017962,female,60,job_type5
PERSON_0000017963,male,30,job_type5
PERSON_0000017964,male,20,job_type3
PERSON_0000017965,male,60,job_type3
PERSON_0000017966,female,60,job_type3
PERSON_0000017967,female,40,job_type4
PERSON_0000017968,female,60,job_type3
PERSON_0000017969,female,20,salaried
PERSON_0000017970,male,40,job_type4
PERSON_0000017971,female,40,non_salaried
PERSON_0000017972,female,30,non_salaried
PERSON_0000017973,male,30,salaried
PERSON_0000017974,female,30,salaried
PERSON_0000017975,male,30,job_type5
PERSON_0000017976,female,40,salaried
PERSON_0000017977,female,20,non_salaried
PERSON_0000017978,male,60,job_type3
PERSON_0000017979,male,30,non_salaried
PERSON_0000017980,female,40,non_salaried
PERSON_0000017981,male,60,non_salaried
PERSON_0000017982,male,60,job_type3
PERSON_0000017983,male,60,salaried
PERSON_0000017984,male,20,salaried
PERSON_0000017985,female,40,job_type4
PERSON_0000017986,female,40,job_type4
PERSON_0000017987,female,60,non_salaried
PERSON_0000017988,female,20,non_salaried
PERSON_0000017989,male,60,job_type3
PERSON_0000017990,female,30,job_type3
PERSON_0000017991,female,30,non_salaried
PERSON_0000017992,male,20,salaried
PERSON_0000017993,male,60,non_salaried
PERSON_0000017994,female,20,salaried
PERSON_0000017995,female,60,job_type4
PERSON_0000017996,female,30,salaried
PERSON_0000017997,male,40,job_type4
PERSON_0000017998,male,60,salaried
PERSON_0000017999,female,30,job_type4
PERSON_0000018000,female,60,job_type5
PERSON_0000018001,female,20,non_salaried
PERSON_0000018002,male,20,non_salaried
PERSON_0000018003,female,20,salaried
PERSON_0000018004,male,40,job_type4
PERSON_0000018005,female,30,job_type4
PERSON_0000018006,male,60,non_salaried
PERSON_0000018007,male,60,job_type3
PERSON_0000018008,female,60,job_type4
PERSON_0000018009,male,60,job_type4
PERSON_0000018010,male,60,job_type3
PERSON_0000018011,male,20,job_type5
PERSON_0000018012,male,20,job_type5
PERSON_0000018013,male,30,job_type3
PERSON_0000018014,male,60,salaried
PERSON_0000018015,female,30,job_type3
PERSON_0000018016,male,40,job_type4
PERSON_0000018017,female,30,job_type3
PERSON_0000018018,male,20,job_type4
PERSON_0000018019,male,60,job_type4
PERSON_0000018020,male,20,job_type3
PERSON_0000018021,male,60,job_type3
PERSON_0000018022,male,40,job_type5
PERSON_0000018023,male,60,job_type5
PERSON_0000018024,female,40,job_type4
PERSON_0000018025,female,20,job_type3
PERSON_0000018026,female,40,job_type4
PERSON_0000018027,female,20,job_type4
PERSON_0000018028,male,20,salaried
PERSON_0000018029,male,60,non_salaried
PERSON_0000018030,female,30,non_salaried
PERSON_0000018031,female,30,salaried
PERSON_0000018032,male,20,job_type3
PERSON_0000018033,male,30,job_type5
PERSON_0000018034,male,30,job_type3
PERSON_0000018035,female,30,job_type3
PERSON_0000018036,male,40,job_type4
PERSON_0000018037,female,60,salaried
PERSON_0000018038,female,20,salaried
PERSON_0000018039,female,30,non_salaried
PERSON_0000018040,female,40,non_salaried
PERSON_0000018041,female,40,non_salaried
PERSON_0000018042,male,40,job_type4
PERSON_0000018043,female,40,job_type4
PERSON_0000018044,male,30,job_type5
PERSON_0000018045,female,40,job_type5
PERSON_0000018046,male,30,non_salaried
PERSON_0000018047,male,30,non_salaried
PERSON_0000018048,female,60,salaried
PERSON_0000018049,male,60,non_salaried
PERSON_0000018050,male,30,salaried
PERSON_0000018051,male,60,salaried
PERSON_0000018052,male,20,salaried
PERSON_0000018053,female,30,job_type4
PERSON_0000018054,male,30,job_type3
PERSON_0000018055,female,60,salaried
PERSON_0000018056,male,30,job_type4
PERSON_0000018057,female,60,non_salaried
PERSON_0000018058,female,30,salaried
PERSON_0000018059,male,60,job_type3
PERSON_0000018060,male,40,job_type3
PERSON_0000018061,male,60,job_type3
PERSON_0000018062,female,30,job_type5
PERSON_0000018063,male,60,job_type4
PERSON_0000018064,male,40,non_salaried
PERSON_0000018065,male,60,job_type4
PERSON_0000018066,female,30,salaried
PERSON_0000018067,female,40,non_salaried
PERSON_0000018068,male,60,job_type3
PERSON_0000018069,male,20,non_salaried
PERSON_0000018070,female,60,job_type5
PERSON_0000018071,female,60,job_type3
PERSON_0000018072,male,40,job_type3
PERSON_0000018073,male,60,salaried
PERSON_0000018074,male,20,non_salaried
PERSON_0000018075,male,40,job_type3
PERSON_0000018076,male,30,non_salaried
PERSON_0000018077,female,60,job_type4
PERSON_0000018078,female,60,job_type5
PERSON_0000018079,female,40,salaried
PERSON_0000018080,male,60,job_type5
PERSON_0000018081,female,30,salaried
PERSON_0000018082,male,20,job_type5
PERSON_0000018083,female,30,job_type3
PERSON_0000018084,female,60,job_type4
PERSON_0000018085,male,60,salaried
PERSON_0000018086,male,30,salaried
PERSON_0000018087,male,30,salaried
PERSON_0000018088,male,40,job_type5
PERSON_0000018089,female,30,non_salaried
PERSON_0000018090,female,20,non_salaried
PERSON_0000018091,male,40,salaried
PERSON_0000018092,female,30,job_type3
PERSON_0000018093,female,30,non_salaried
PERSON_0000018094,male,30,salaried
PERSON_0000018095,female,60,job_type5
PERSON_0000018096,male,30,salaried
PERSON_0000018097,male,40,job_type3
PERSON_0000018098,male,20,salaried
PERSON_0000018099,female,60,non_salaried
PERSON_0000018100,female,40,job_type4
PERSON_0000018101,male,60,job_type3
PERSON_0000018102,male,30,job_type5
PERSON_0000018103,male,30,non_salaried
PERSON_0000018104,male,60,job_type4
PERSON_0000018105,female,60,job_type5
PERSON_0000018106,male,20,salaried
PERSON_0000018107,male,40,salaried
PERSON_0000018108,male,20,job_type3
PERSON_0000018109,male,30,job_type3
PERSON_0000018110,female,30,job_type5
PERSON_0000018111,male,20,job_type5
PERSON_0000018112,male,60,salaried
PERSON_0000018113,male,40,job_type3
PERSON_0000018114,male,20,job_type5
PERSON_0000018115,male,20,job_type5
PERSON_0000018116,male,30,job_type3
PERSON_0000018117,female,30,job_type4
PERSON_0000018118,female,40,non_salaried
PERSON_0000018119,female,40,salaried
PERSON_0000018120,male,30,salaried
PERSON_0000018121,female,30,salaried
PERSON_0000018122,male,60,job_type3
PERSON_0000018123,male,40,non_salaried
PERSON_0000018124,male,60,non_salaried
PERSON_0000018125,female,30,job_type3
PERSON_0000018126,female,30,salaried
PERSON_0000018127,male,40,non_salaried
PERSON_0000018128,male,30,non_salaried
PERSON_0000018129,male,60,job_type4
PERSON_0000018130,female,30,non_salaried
PERSON_0000018131,male,60,non_salaried
PERSON_0000018132,female,30,job_type4
PERSON_0000018133,female,60,salaried
PERSON_0000018134,female,20,job_type5
PERSON_0000018135,male,30,non_salaried
PERSON_0000018136,female,30,non_salaried
PERSON_0000018137,male,60,non_salaried
PERSON_0000018138,male,60,job_type3
PERSON_0000018139,male,30,job_type5
PERSON_0000018140,female,30,job_type4
PERSON_0000018141,female,60,job_type3
PERSON_0000018142,female,60,job_type4
PERSON_0000018143,male,30,salaried
PERSON_0000018144,male,60,job_type5
PERSON_0000018145,female,30,job_type5
PERSON_0000018146,female,40,job_type4
PERSON_0000018147,male,20,salaried
PERSON_0000018148,male,20,salaried
PERSON_0000018149,male,20,job_type3
PERSON_0000018150,male,30,salaried
PERSON_0000018151,male,20,job_type5
PERSON_0000018152,male,60,job_type3
PERSON_0000018153,male,20,job_type4
PERSON_0000018154,female,30,job_type5
PERSON_0000018155,male,60,job_type5
PERSON_0000018156,male,20,job_type4
PERSON_0000018157,male,60,non_salaried
PERSON_0000018158,female,40,job_type4
PERSON_0000018159,male,20,job_type5
PERSON_0000018160,female,60,salaried
PERSON_0000018161,male,60,salaried
PERSON_0000018162,female,60,salaried
PERSON_0000018163,female,40,salaried
PERSON_0000018164,male,40,job_type4
PERSON_0000018165,male,60,job_type4
PERSON_0000018166,female,40,job_type3
PERSON_0000018167,male,60,job_type3
PERSON_0000018168,male,60,non_salaried
PERSON_0000018169,male,40,non_salaried
PERSON_0000018170,male,40,salaried
PERSON_0000018171,male,60,non_salaried
PERSON_0000018172,female,40,job_type4
PERSON_0000018173,male,20,salaried
PERSON_0000018174,female,30,job_type3
PERSON_0000018175,female,30,job_type3
PERSON_0000018176,male,30,non_salaried
PERSON_0000018177,female,40,job_type5
PERSON_0000018178,male,40,job_type5
PERSON_0000018179,male,30,non_salaried
PERSON_0000018180,female,40,job_type4
PERSON_0000018181,male,30,non_salaried
PERSON_0000018182,male,40,non_salaried
PERSON_0000018183,male,30,job_type4
PERSON_0000018184,male,40,job_type5
PERSON_0000018185,female,20,job_type5
PERSON_0000018186,female,30,job_type5
PERSON_0000018187,female,40,job_type4
PERSON_0000018188,female,20,job_type3
PERSON_0000018189,male,60,job_type4
PERSON_0000018190,male,30,non_salaried
PERSON_0000018191,female,30,job_type3
PERSON_0000018192,female,30,salaried
PERSON_0000018193,male,30,job_type3
PERSON_0000018194,female,30,non_salaried
PERSON_0000018195,female,30,non_salaried
PERSON_0000018196,female,30,non_salaried
PERSON_0000018197,male,60,salaried
PERSON_0000018198,male,30,salaried
PERSON_0000018199,female,30,salaried
PERSON_0000018200,male,60,salaried
PERSON_0000018201,female,40,job_type3
PERSON_0000018202,female,20,job_type5
PERSON_0000018203,male,60,job_type5
PERSON_0000018204,male,30,salaried
PERSON_0000018205,male,30,job_type3
PERSON_0000018206,female,60,job_type5
PERSON_0000018207,female,30,salaried
PERSON_0000018208,male,30,non_salaried
PERSON_0000018209,male,40,salaried
PERSON_0000018210,male,40,job_type3
PERSON_0000018211,female,20,job_type4
PERSON_0000018212,male,20,job_type3
PERSON_0000018213,male,20,job_type3
PERSON_0000018214,female,30,job_type4
PERSON_0000018215,male,30,non_salaried
PERSON_0000018216,male,60,salaried
PERSON_0000018217,male,20,non_salaried
PERSON_0000018218,male,60,job_type4
PERSON_0000018219,male,60,job_type5
PERSON_0000018220,female,40,job_type5
PERSON_0000018221,male,60,job_type4
PERSON_0000018222,male,30,job_type5
PERSON_0000018223,male,60,job_type3
PERSON_0000018224,female,20,non_salaried
PERSON_0000018225,male,20,job_type3
PERSON_0000018226,male,40,salaried
PERSON_0000018227,male,20,job_type4
PERSON_0000018228,male,20,job_type4
PERSON_0000018229,female,30,job_type4
PERSON_0000018230,female,40,non_salaried
PERSON_0000018231,male,30,job_type3
PERSON_0000018232,female,40,job_type4
PERSON_0000018233,male,20,job_type4
PERSON_0000018234,male,20,job_type5
PERSON_0000018235,male,30,job_type5
PERSON_0000018236,male,30,job_type3
PERSON_0000018237,male,60,job_type3
PERSON_0000018238,male,30,job_type3
PERSON_0000018239,male,20,salaried
PERSON_0000018240,male,30,job_type5
PERSON_0000018241,female,20,job_type3
PERSON_0000018242,male,40,job_type5
PERSON_0000018243,male,20,job_type3
PERSON_0000018244,male,40,job_type5
PERSON_0000018245,female,30,non_salaried
PERSON_0000018246,female,60,job_type3
PERSON_0000018247,male,30,non_salaried
PERSON_0000018248,male,60,job_type5
PERSON_0000018249,female,60,non_salaried
PERSON_0000018250,male,40,non_salaried
PERSON_0000018251,male,30,salaried
PERSON_0000018252,female,60,job_type3
PERSON_0000018253,female,20,job_type3
PERSON_0000018254,male,40,non_salaried
PERSON_0000018255,female,30,salaried
PERSON_0000018256,female,40,non_salaried
PERSON_0000018257,male,40,job_type5
PERSON_0000018258,female,60,job_type3
PERSON_0000018259,female,60,salaried
PERSON_0000018260,male,20,non_salaried
PERSON_0000018261,female,40,job_type3
PERSON_0000018262,male,30,job_type4
PERSON_0000018263,male,20,job_type3
PERSON_0000018264,male,40,salaried
PERSON_0000018265,male,30,job_type3
PERSON_0000018266,male,30,non_salaried
PERSON_0000018267,male,20,salaried
PERSON_0000018268,male,30,job_type5
PERSON_0000018269,male,30,job_type4
PERSON_0000018270,male,30,non_salaried
PERSON_0000018271,female,20,salaried
PERSON_0000018272,female,40,salaried
PERSON_0000018273,female,20,non_salaried
PERSON_0000018274,male,20,job_type3
PERSON_0000018275,female,40,non_salaried
PERSON_0000018276,female,20,non_salaried
PERSON_0000018277,female,40,non_salaried
PERSON_0000018278,male,60,salaried
PERSON_0000018279,male,40,job_type5
PERSON_0000018280,male,30,salaried
PERSON_0000018281,male,20,job_type4
PERSON_0000018282,male,20,job_type5
PERSON_0000018283,male,60,job_type5
PERSON_0000018284,male,20,job_type4
PERSON_0000018285,female,20,job_type5
PERSON_0000018286,male,30,job_type4
PERSON_0000018287,male,20,job_type3
PERSON_0000018288,male,40,non_salaried
PERSON_0000018289,female,60,salaried
PERSON_0000018290,male,60,job_type3
PERSON_0000018291,male,30,job_type4
PERSON_0000018292,female,60,salaried
PERSON_0000018293,female,20,salaried
PERSON_0000018294,female,30,job_type5
PERSON_0000018295,male,20,salaried
PERSON_0000018296,male,30,job_type5
PERSON_0000018297,male,30,job_type4
PERSON_0000018298,male,40,non_salaried
PERSON_0000018299,male,60,non_salaried
PERSON_0000018300,female,40,job_type4
PERSON_0000018301,male,60,salaried
PERSON_0000018302,male,40,job_type3
PERSON_0000018303,female,20,job_type4
PERSON_0000018304,female,20,job_type4
PERSON_0000018305,male,30,job_type4
PERSON_0000018306,male,60,job_type5
PERSON_0000018307,male,20,job_type3
PERSON_0000018308,male,60,job_type5
PERSON_0000018309,male,20,job_type3
PERSON_0000018310,female,60,salaried
PERSON_0000018311,female,40,job_type4
PERSON_0000018312,male,20,job_type3
PERSON_0000018313,male,20,non_salaried
PERSON_0000018314,female,40,salaried
PERSON_0000018315,male,60,job_type4
PERSON_0000018316,male,20,job_type5
PERSON_0000018317,male,20,job_type4
PERSON_0000018318,female,40,job_type3
PERSON_0000018319,male,30,job_type5
PERSON_0000018320,female,30,job_type5
PERSON_0000018321,male,30,job_type5
PERSON_0000018322,male,30,job_type4
PERSON_0000018323,female,60,non_salaried
PERSON_0000018324,female,40,job_type3
PERSON_0000018325,female,60,job_type5
PERSON_0000018326,female,60,job_type3
PERSON_0000018327,female,30,job_type5
PERSON_0000018328,female,30,job_type5
PERSON_0000018329,male,60,job_type5
PERSON_0000018330,male,60,job_type4
PERSON_0000018331,male,20,job_type4
PERSON_0000018332,male,60,salaried
PERSON_0000018333,male,60,job_type3
PERSON_0000018334,male,60,job_type5
PERSON_0000018335,male,60,job_type3
PERSON_0000018336,female,30,job_type4
PERSON_0000018337,male,40,job_type5
PERSON_0000018338,male,60,job_type4
PERSON_0000018339,female,30,job_type5
PERSON_0000018340,female,30,job_type3
PERSON_0000018341,female,60,non_salaried
PERSON_0000018342,male,30,job_type4
PERSON_0000018343,female,40,job_type3
PERSON_0000018344,male,30,salaried
PERSON_0000018345,male,30,job_type5
PERSON_0000018346,female,40,non_salaried
PERSON_0000018347,male,40,job_type5
PERSON_0000018348,male,40,job_type5
PERSON_0000018349,male,60,job_type4
PERSON_0000018350,female,60,non_salaried
PERSON_0000018351,female,40,job_type5
PERSON_0000018352,male,20,job_type5
PERSON_0000018353,male,30,non_salaried
PERSON_0000018354,female,30,job_type4
PERSON_0000018355,male,60,job_type4
PERSON_0000018356,male,30,job_type4
PERSON_0000018357,male,40,salaried
PERSON_0000018358,male,30,job_type5
PERSON_0000018359,female,30,job_type3
PERSON_0000018360,female,20,job_type4
PERSON_0000018361,male,40,salaried
PERSON_0000018362,female,40,salaried
PERSON_0000018363,male,30,job_type5
PERSON_0000018364,male,60,job_type4
PERSON_0000018365,female,20,salaried
PERSON_0000018366,male,20,non_salaried
PERSON_0000018367,male,20,job_type5
PERSON_0000018368,male,30,job_type4
PERSON_0000018369,male,40,job_type3
PERSON_0000018370,male,20,job_type4
PERSON_0000018371,male,60,salaried
PERSON_0000018372,female,60,job_type4
PERSON_0000018373,male,30,salaried
PERSON_0000018374,male,60,salaried
PERSON_0000018375,female,30,non_salaried
PERSON_0000018376,female,30,job_type4
PERSON_0000018377,male,40,job_type5
PERSON_0000018378,female,60,job_type4
PERSON_0000018379,female,30,salaried
PERSON_0000018380,female,60,job_type3
PERSON_0000018381,male,20,job_type5
PERSON_0000018382,male,30,job_type5
PERSON_0000018383,female,60,job_type5
